batch 0: Pandas(Index=0, rally_id=2, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.066525905759233, player_location_y=0.8842830930602202, opponent_location_x=-0.3679183993593016, opponent_location_y=-0.8490659150160242, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=2, roundscore_B=1)
batch 81: Pandas(Index=81, rally_id=12, player=2, type=4, player_location_area=5.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.9377987799578488, player_location_y=-1.3087959274561776, opponent_location_x=0.0204325792761705, opponent_location_y=1.2446276352299008, ball_round=33, set=1, match_id=1, getpoint_player=nan, roundscore_A=7, roundscore_B=6)
batch 82: Pandas(Index=82, rally_id=12, player=1, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.2698781056686929, player_location_y=1.1849893915917484, opponent_location_x=-0.5770140051559306, opponent_location_y=-1.1922863783992896, ball_round=34, set=1, match_id=1, getpoint_player=nan, roundscore_A=7, roundscore_B=6)
batch 83: Pandas(Index=83, rally_id=12, player=2, type=3, player_location_area=7.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.5643768239405814, player_location_y=-0.5132132409307255, opponent_location_x=0.4366121722150045, opponent_location_y=1.0697063849845003, ball_round=35, set=1, match_id=1, getpoint_player=nan, roundscore_A=7, roundscore_B=6)
batch 84: Pandas(Index=84, rally_id=12, player=1, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=0.9085111993674192, player_location_y=1.585810081263294, opponent_location_x=0.4870494831528793, opponent_location_y=-0.95303252473914, ball_round=36, set=1, match_id=1, getpoint_player=nan, roundscore_A=7, roundscore_B=6)
batch 85: Pandas(Index=85, rally_id=12, player=2, type=2, player_location_area=6.0, opponent_location_area=8.0, hit_area=9, player_location_x=1.0281187340695954, player_location_y=-1.2872997077284134, opponent_location_x=0.3738094032056648, opponent_location_y=1.238324952988392, ball_round=37, set=1, match_id=1, getpoint_player=nan, roundscore_A=7, roundscore_B=6)
batch 86: Pandas(Index=86, rally_id=12, player=1, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.65498343314539, player_location_y=1.5668274223645593, opponent_location_x=0.0408950625255756, opponent_location_y=-1.139323820578228, ball_round=38, set=1, match_id=1, getpoint_player=nan, roundscore_A=7, roundscore_B=6)
batch 87: Pandas(Index=87, rally_id=12, player=2, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.8250620112956544, player_location_y=-1.244141598843752, opponent_location_x=-0.2105321687770273, opponent_location_y=1.1680677742815997, ball_round=39, set=1, match_id=1, getpoint_player='B', roundscore_A=7, roundscore_B=6)
batch 88: Pandas(Index=88, rally_id=13, player=2, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.1454019370149406, player_location_y=-0.7543462567447099, opponent_location_x=0.7059199384281742, opponent_location_y=1.0154643360001157, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 89: Pandas(Index=89, rally_id=13, player=1, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.4148313057865992, player_location_y=0.9181212736331564, opponent_location_x=-0.0353757108093873, opponent_location_y=-0.9191411735602304, ball_round=2, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 90: Pandas(Index=90, rally_id=13, player=2, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.5093337333348319, player_location_y=-0.3971841144905929, opponent_location_x=-0.2215515439554208, opponent_location_y=0.9158639024023566, ball_round=3, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 91: Pandas(Index=91, rally_id=13, player=1, type=8, player_location_area=2.0, opponent_location_area=7.0, hit_area=2, player_location_x=-0.8973524521368356, player_location_y=0.4329630746111868, opponent_location_x=-0.4687914650062051, opponent_location_y=-0.4404682748765871, ball_round=4, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 92: Pandas(Index=92, rally_id=13, player=2, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.4456964794035261, player_location_y=-1.3585189933839386, opponent_location_x=-0.2060368342350611, opponent_location_y=1.090900035773657, ball_round=5, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 93: Pandas(Index=93, rally_id=13, player=1, type=7, player_location_area=8.0, opponent_location_area=9.0, hit_area=8, player_location_x=-0.1209192296880195, player_location_y=1.2291016082326192, opponent_location_x=-0.6167678373463255, opponent_location_y=-1.517968067884901, ball_round=6, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 94: Pandas(Index=94, rally_id=13, player=2, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.1632145437436387, player_location_y=-0.8114642889144896, opponent_location_x=0.1231507099269814, opponent_location_y=1.1153490841588571, ball_round=7, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 95: Pandas(Index=95, rally_id=13, player=1, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.6499751007514337, player_location_y=1.3137763377190013, opponent_location_x=0.3671829564586329, opponent_location_y=-0.941478651770379, ball_round=8, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 96: Pandas(Index=96, rally_id=13, player=2, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.2501515478280001, player_location_y=-1.267203620032312, opponent_location_x=0.0031206889955703, opponent_location_y=1.191681030804802, ball_round=9, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 97: Pandas(Index=97, rally_id=13, player=1, type=9, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.7052916405337127, player_location_y=1.5735811477543151, opponent_location_x=-0.1405622982636171, opponent_location_y=-1.0409497639294598, ball_round=10, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 98: Pandas(Index=98, rally_id=13, player=2, type=7, player_location_area=8.0, opponent_location_area=8.0, hit_area=1, player_location_x=-0.6572041066071599, player_location_y=-0.7448773810005589, opponent_location_x=-0.2914518484466856, opponent_location_y=1.2435596819734964, ball_round=11, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 99: Pandas(Index=99, rally_id=13, player=1, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=2, player_location_x=-0.7643717113868347, player_location_y=0.6372057682865689, opponent_location_x=-0.4998832623087119, opponent_location_y=-0.8260109925022716, ball_round=12, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 100: Pandas(Index=100, rally_id=13, player=2, type=2, player_location_area=9.0, opponent_location_area=8.0, hit_area=3, player_location_x=-0.683713901947661, player_location_y=-1.451577926845788, opponent_location_x=-0.2736519680399927, opponent_location_y=1.0278712515445527, ball_round=13, set=1, match_id=1, getpoint_player=nan, roundscore_A=8, roundscore_B=6)
batch 101: Pandas(Index=101, rally_id=13, player=1, type=4, player_location_area=9.0, opponent_location_area=8.0, hit_area=4, player_location_x=-0.8272029920931295, player_location_y=1.709071326937058, opponent_location_x=-0.2991972412124938, opponent_location_y=-1.066245102861265, ball_round=14, set=1, match_id=1, getpoint_player='A', roundscore_A=8, roundscore_B=6)
batch 102: Pandas(Index=102, rally_id=20, player=2, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.0892915297084297, player_location_y=-0.7883311920700026, opponent_location_x=-0.540792690310858, opponent_location_y=0.8984575766617512, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=12, roundscore_B=9)
batch 103: Pandas(Index=103, rally_id=20, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.5816577263565361, player_location_y=0.8325894144932627, opponent_location_x=-0.0204656694273406, opponent_location_y=-0.9310871278370336, ball_round=2, set=1, match_id=1, getpoint_player=nan, roundscore_A=12, roundscore_B=9)
batch 104: Pandas(Index=104, rally_id=20, player=2, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.6078807175951786, player_location_y=-1.346215208530661, opponent_location_x=-0.2601872296326296, opponent_location_y=1.0829137056550724, ball_round=3, set=1, match_id=1, getpoint_player=nan, roundscore_A=12, roundscore_B=9)
batch 105: Pandas(Index=105, rally_id=20, player=1, type=3, player_location_area=8.0, opponent_location_area=9.0, hit_area=7, player_location_x=0.6346420680658987, player_location_y=0.999313415500526, opponent_location_x=-0.6061720828652875, opponent_location_y=-1.4645063980093418, ball_round=4, set=1, match_id=1, getpoint_player=nan, roundscore_A=12, roundscore_B=9)
batch 106: Pandas(Index=106, rally_id=20, player=2, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.0962781367281645, player_location_y=-1.2409667727876263, opponent_location_x=0.1597901920040534, opponent_location_y=1.08437711131755, ball_round=5, set=1, match_id=1, getpoint_player='A', roundscore_A=12, roundscore_B=9)
batch 107: Pandas(Index=107, rally_id=21, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=0.0858625932805364, player_location_y=0.8266932626821136, opponent_location_x=-0.3474645577110073, opponent_location_y=-0.9084803025311984, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 108: Pandas(Index=108, rally_id=21, player=2, type=6, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.4586649567415497, player_location_y=-0.5396023831553146, opponent_location_x=0.0175130050855465, opponent_location_y=0.8677132566466046, ball_round=2, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 109: Pandas(Index=109, rally_id=21, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.2152734234768649, player_location_y=0.9239989002213562, opponent_location_x=-0.5005315108893064, opponent_location_y=-0.6751493118006978, ball_round=3, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 110: Pandas(Index=110, rally_id=21, player=2, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.647169238722328, player_location_y=-0.6986787352013307, opponent_location_x=-0.365743090862637, opponent_location_y=0.9878191820488932, ball_round=4, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 111: Pandas(Index=111, rally_id=21, player=1, type=5, player_location_area=8.0, opponent_location_area=5.0, hit_area=8, player_location_x=-0.3384672332740138, player_location_y=1.07482832495277, opponent_location_x=-0.8965038546485947, opponent_location_y=-0.8988458517136483, ball_round=5, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 112: Pandas(Index=112, rally_id=21, player=2, type=6, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.3194628903067733, player_location_y=-0.858015105650067, opponent_location_x=0.1687242981360482, opponent_location_y=1.199848000739039, ball_round=6, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 113: Pandas(Index=113, rally_id=21, player=1, type=5, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.7083493862865584, player_location_y=1.1865007529481613, opponent_location_x=0.2824962397420876, opponent_location_y=-0.8581708592677666, ball_round=7, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 114: Pandas(Index=114, rally_id=21, player=2, type=7, player_location_area=7.0, opponent_location_area=8.0, hit_area=6, player_location_x=0.7189915247027113, player_location_y=-0.4794651977918847, opponent_location_x=0.394134981549035, opponent_location_y=1.0773832140625654, ball_round=8, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 115: Pandas(Index=115, rally_id=21, player=1, type=8, player_location_area=7.0, opponent_location_area=8.0, hit_area=1, player_location_x=0.8338600366626748, player_location_y=0.582050382174908, opponent_location_x=0.4602709048786859, opponent_location_y=-0.7170969724609012, ball_round=9, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 116: Pandas(Index=116, rally_id=21, player=2, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=9, player_location_x=-0.5226745837879865, player_location_y=-1.3458407303844475, opponent_location_x=0.0343618207205366, opponent_location_y=1.0289508745831657, ball_round=10, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 117: Pandas(Index=117, rally_id=21, player=1, type=4, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.5823942647559359, player_location_y=1.4688988095747628, opponent_location_x=-0.2721531162991746, opponent_location_y=-1.2162880426151892, ball_round=11, set=1, match_id=1, getpoint_player=nan, roundscore_A=13, roundscore_B=9)
batch 118: Pandas(Index=118, rally_id=21, player=2, type=7, player_location_area=8.0, opponent_location_area=4.0, hit_area=8, player_location_x=-0.1472891506087764, player_location_y=-0.9557279985829084, opponent_location_x=-0.8769555393735842, opponent_location_y=1.5522171282143675, ball_round=12, set=1, match_id=1, getpoint_player='A', roundscore_A=13, roundscore_B=9)
batch 119: Pandas(Index=119, rally_id=22, player=1, type=1, player_location_area=8.0, opponent_location_area=8.0, hit_area=7, player_location_x=-0.0933998354630256, player_location_y=0.842605501916528, opponent_location_x=0.7007851562763073, opponent_location_y=-0.916023001078038, ball_round=1, set=1, match_id=1, getpoint_player=nan, roundscore_A=14, roundscore_B=9)
batch 120: Pandas(Index=120, rally_id=22, player=2, type=6, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.4169202385238789, player_location_y=-0.5695102923913531, opponent_location_x=-0.0440680844431595, opponent_location_y=0.9164934700527236, ball_round=2, set=1, match_id=1, getpoint_player=nan, roundscore_A=14, roundscore_B=9)
batch 121: Pandas(Index=121, rally_id=22, player=1, type=3, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=-0.0683710500491091, player_location_y=0.9968409032836268, opponent_location_x=0.1013840574673059, opponent_location_y=-0.6158176793809546, ball_round=3, set=1, match_id=1, getpoint_player=nan, roundscore_A=14, roundscore_B=9)
batch 122: Pandas(Index=122, rally_id=22, player=2, type=2, player_location_area=8.0, opponent_location_area=8.0, hit_area=8, player_location_x=0.4870760476421293, player_location_y=-1.1000025541638565, opponent_location_x=0.2185224910953603, opponent_location_y=1.1234187780282674, ball_round=4, set=1, match_id=1, getpoint_player=nan, roundscore_A=14, roundscore_B=9)
